"ID","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","subscribed"
270,30,"technician","divorced","tertiary","no",-317,"yes","no","unknown",7,"may",381,2,-1,0,"unknown","no"
271,47,"admin.","married","secondary","no",769,"yes","no","cellular",13,"aug",151,2,-1,0,"unknown","no"
272,56,"technician","married","secondary","no",944,"no","no","cellular",11,"aug",172,4,-1,0,"unknown","no"
273,43,"management","divorced","unknown","no",7702,"no","no","cellular",1,"sep",108,7,102,3,"success","no"
274,63,"retired","married","primary","no",8044,"no","no","cellular",12,"nov",702,1,-1,0,"unknown","no"
275,41,"admin.","married","secondary","no",-111,"yes","no","unknown",30,"may",84,3,-1,0,"unknown","no"
276,33,"admin.","married","secondary","no",252,"yes","no","cellular",22,"jul",270,2,-1,0,"unknown","no"
277,43,"entrepreneur","married","unknown","no",100,"yes","no","unknown",5,"may",702,1,-1,0,"unknown","no"
278,36,"blue-collar","married","secondary","no",561,"yes","no","unknown",9,"jun",198,2,-1,0,"unknown","no"
279,43,"retired","single","secondary","no",53,"no","no","telephone",5,"feb",305,4,-1,0,"unknown","no"
280,43,"blue-collar","married","primary","no",445,"yes","no","unknown",15,"sep",173,1,-1,0,"unknown","no"
281,52,"retired","married","secondary","no",1052,"yes","no","unknown",29,"may",35,1,-1,0,"unknown","no"
282,36,"blue-collar","single","secondary","no",219,"yes","yes","cellular",11,"may",270,2,347,1,"failure","no"
283,37,"technician","divorced","secondary","no",531,"no","no","unknown",17,"jun",150,7,-1,0,"unknown","no"
284,42,"blue-collar","single","secondary","no",625,"no","no","unknown",19,"jun",651,3,-1,0,"unknown","yes"
285,45,"unemployed","divorced","primary","no",407,"yes","no","cellular",17,"apr",196,1,-1,0,"unknown","no"
286,38,"blue-collar","married","primary","no",6843,"no","no","unknown",2,"jun",89,1,-1,0,"unknown","no"
287,41,"services","married","secondary","no",804,"yes","no","unknown",20,"may",127,8,-1,0,"unknown","no"
288,48,"blue-collar","married","secondary","no",4770,"yes","yes","cellular",19,"nov",616,2,-1,0,"unknown","no"
289,72,"retired","married","primary","no",4657,"no","no","cellular",22,"dec",305,3,309,5,"success","yes"
290,46,"unemployed","married","secondary","no",2017,"yes","no","cellular",19,"nov",161,1,-1,0,"unknown","no"
291,36,"blue-collar","divorced","secondary","no",-523,"yes","yes","cellular",11,"may",193,1,333,17,"other","no"
292,50,"admin.","single","secondary","no",330,"yes","no","unknown",28,"may",24,1,-1,0,"unknown","no"
293,57,"admin.","married","secondary","no",999,"no","no","cellular",4,"aug",68,1,-1,0,"unknown","no"
294,35,"blue-collar","married","secondary","no",2688,"yes","no","unknown",20,"may",281,1,-1,0,"unknown","no"
295,35,"services","married","secondary","no",-197,"yes","no","unknown",26,"may",103,1,-1,0,"unknown","no"
296,31,"blue-collar","single","primary","no",302,"yes","no","cellular",23,"jul",40,8,-1,0,"unknown","no"
297,38,"blue-collar","divorced","secondary","no",593,"yes","no","cellular",17,"apr",182,2,-1,0,"unknown","no"
298,27,"admin.","single","secondary","no",1492,"yes","no","unknown",23,"may",67,13,-1,0,"unknown","no"
299,25,"services","single","secondary","yes",57,"yes","yes","unknown",13,"may",190,5,-1,0,"unknown","no"
300,41,"admin.","single","secondary","yes",0,"no","yes","cellular",21,"nov",305,6,-1,0,"unknown","no"
301,20,"student","single","unknown","no",330,"no","no","cellular",20,"apr",159,2,-1,0,"unknown","no"
302,42,"technician","married","secondary","no",2980,"no","no","unknown",20,"jun",101,3,-1,0,"unknown","no"
303,43,"self-employed","married","secondary","no",918,"yes","no","unknown",6,"may",193,1,-1,0,"unknown","no"
304,52,"self-employed","married","primary","no",-107,"yes","yes","unknown",20,"jun",134,2,-1,0,"unknown","no"
305,36,"blue-collar","married","secondary","no",2357,"yes","no","unknown",17,"jun",228,2,-1,0,"unknown","no"
306,39,"housemaid","divorced","secondary","no",7783,"no","no","unknown",9,"jun",108,2,-1,0,"unknown","no"
307,50,"admin.","married","secondary","no",1431,"no","no","cellular",20,"aug",112,4,-1,0,"unknown","no"
308,30,"technician","single","secondary","no",3,"no","no","cellular",22,"aug",198,2,-1,0,"unknown","no"
309,29,"unemployed","single","tertiary","no",0,"yes","no","cellular",9,"feb",102,3,12,3,"other","no"
310,39,"management","married","tertiary","no",1209,"no","no","cellular",20,"nov",60,1,-1,0,"unknown","no"
311,43,"admin.","married","secondary","no",378,"no","no","cellular",30,"jul",782,8,-1,0,"unknown","yes"
312,35,"technician","married","secondary","no",128,"no","yes","cellular",29,"jan",456,1,205,2,"other","no"
313,34,"blue-collar","married","secondary","no",496,"yes","no","cellular",13,"may",333,1,-1,0,"unknown","yes"
314,30,"services","married","secondary","yes",-849,"yes","no","unknown",30,"may",138,2,-1,0,"unknown","no"
315,75,"retired","married","primary","no",3504,"no","no","telephone",9,"aug",195,1,-1,0,"unknown","no"
316,37,"management","married","tertiary","no",502,"yes","no","cellular",7,"may",551,1,351,1,"failure","no"
317,43,"technician","divorced","secondary","no",1648,"no","no","cellular",17,"nov",80,1,-1,0,"unknown","no"
318,58,"housemaid","married","primary","no",419,"no","yes","unknown",5,"jun",295,3,-1,0,"unknown","no"
319,31,"admin.","single","secondary","no",144,"yes","no","unknown",4,"jul",43,11,-1,0,"unknown","no"
320,46,"blue-collar","married","secondary","no",679,"yes","no","unknown",19,"may",723,1,-1,0,"unknown","no"
321,33,"technician","married","secondary","no",183,"no","no","cellular",16,"jul",457,2,182,3,"other","yes"
322,48,"technician","married","secondary","no",7020,"no","no","cellular",6,"aug",80,2,-1,0,"unknown","no"
323,32,"services","married","secondary","no",859,"yes","no","unknown",9,"aug",39,1,-1,0,"unknown","no"
324,27,"admin.","married","tertiary","no",73,"no","no","cellular",30,"apr",374,1,79,1,"success","no"
325,29,"self-employed","married","tertiary","no",1,"no","no","cellular",18,"jul",167,3,-1,0,"unknown","no"
326,33,"blue-collar","married","secondary","no",202,"yes","no","cellular",17,"apr",377,1,-1,0,"unknown","no"
327,34,"blue-collar","married","secondary","yes",-331,"yes","yes","unknown",9,"may",342,1,-1,0,"unknown","no"
328,35,"admin.","married","secondary","no",-87,"yes","no","unknown",3,"jun",1363,7,-1,0,"unknown","yes"
329,46,"services","married","secondary","no",184,"yes","no","cellular",1,"apr",836,1,-1,0,"unknown","no"
330,35,"management","single","tertiary","no",-292,"yes","no","cellular",18,"may",166,2,272,6,"failure","no"
331,27,"technician","single","secondary","no",405,"no","no","cellular",26,"may",256,1,-1,0,"unknown","no"
332,41,"management","married","tertiary","no",15,"no","no","unknown",20,"jun",13,5,-1,0,"unknown","no"
333,53,"unknown","divorced","tertiary","no",2272,"yes","no","unknown",14,"may",243,1,-1,0,"unknown","no"
334,38,"technician","single","tertiary","no",9,"yes","no","unknown",6,"may",185,3,-1,0,"unknown","no"
335,32,"technician","married","secondary","no",3271,"no","no","cellular",12,"feb",375,1,374,1,"other","yes"
336,33,"management","single","tertiary","no",-149,"yes","no","cellular",14,"may",111,1,296,3,"failure","no"
337,30,"management","single","tertiary","no",149,"yes","no","unknown",3,"jun",220,2,-1,0,"unknown","no"
338,48,"management","single","tertiary","no",5689,"no","no","cellular",12,"feb",262,1,-1,0,"unknown","yes"
339,60,"services","single","secondary","no",739,"no","no","cellular",15,"jul",261,1,182,1,"success","no"
340,47,"management","married","tertiary","no",618,"yes","no","cellular",7,"may",50,2,359,3,"failure","no"
341,30,"management","single","tertiary","no",5561,"yes","no","cellular",27,"feb",195,1,100,1,"success","yes"
342,45,"blue-collar","married","unknown","no",110,"yes","no","unknown",15,"may",377,4,-1,0,"unknown","no"
343,43,"management","married","tertiary","no",356,"no","no","unknown",5,"jun",80,1,-1,0,"unknown","no"
344,27,"management","single","tertiary","no",2559,"yes","no","cellular",6,"may",227,1,-1,0,"unknown","no"
345,57,"admin.","married","secondary","no",808,"no","no","cellular",14,"jul",417,3,-1,0,"unknown","no"
346,51,"technician","divorced","unknown","no",3560,"yes","no","cellular",30,"jul",334,6,-1,0,"unknown","no"
347,36,"unemployed","single","primary","no",4148,"no","no","cellular",30,"jan",193,3,-1,0,"unknown","no"
348,35,"technician","single","secondary","no",694,"no","no","cellular",9,"feb",29,2,-1,0,"unknown","no"
349,41,"management","married","tertiary","no",6563,"no","no","cellular",27,"aug",136,8,-1,0,"unknown","no"
350,71,"retired","married","primary","no",10394,"no","no","telephone",10,"aug",411,1,-1,0,"unknown","no"
351,43,"blue-collar","married","primary","no",437,"yes","no","cellular",21,"nov",142,1,-1,0,"unknown","no"
352,50,"entrepreneur","divorced","tertiary","no",315,"no","no","cellular",8,"jan",249,1,119,1,"failure","no"
353,39,"technician","married","secondary","no",3494,"yes","no","cellular",19,"nov",139,1,92,4,"failure","no"
354,44,"housemaid","married","primary","no",93,"no","no","cellular",12,"aug",163,2,-1,0,"unknown","no"
355,39,"unemployed","married","secondary","no",0,"yes","no","unknown",3,"jun",73,1,-1,0,"unknown","no"
356,34,"management","married","secondary","no",0,"no","no","cellular",2,"feb",270,1,-1,0,"unknown","no"
357,53,"blue-collar","married","primary","no",2135,"no","no","cellular",4,"feb",152,2,-1,0,"unknown","no"
358,41,"management","single","tertiary","no",11008,"no","no","unknown",18,"jun",1540,1,-1,0,"unknown","yes"
359,38,"management","married","tertiary","no",613,"no","no","cellular",3,"feb",239,1,-1,0,"unknown","yes"
360,40,"technician","married","tertiary","no",483,"yes","no","unknown",5,"may",168,1,-1,0,"unknown","no"
361,56,"management","married","primary","no",93,"yes","no","unknown",7,"may",282,2,-1,0,"unknown","no"
362,37,"unemployed","married","secondary","no",830,"no","no","unknown",17,"jun",292,3,-1,0,"unknown","no"
363,44,"self-employed","married","primary","no",4,"no","no","cellular",12,"aug",327,2,-1,0,"unknown","no"
364,56,"management","divorced","tertiary","no",321,"no","no","cellular",27,"aug",49,4,-1,0,"unknown","no"
365,46,"blue-collar","married","secondary","yes",-319,"no","yes","cellular",10,"jul",502,2,-1,0,"unknown","no"
366,59,"retired","married","tertiary","no",2194,"yes","no","telephone",31,"jul",16,9,-1,0,"unknown","no"
367,59,"retired","married","secondary","no",4457,"no","no","cellular",28,"jan",127,2,-1,0,"unknown","no"
368,57,"management","married","secondary","no",0,"no","no","cellular",28,"jan",132,1,-1,0,"unknown","no"
369,46,"technician","married","secondary","yes",289,"no","no","unknown",7,"may",51,3,-1,0,"unknown","no"
370,35,"management","married","tertiary","no",24,"yes","no","cellular",8,"apr",169,1,231,2,"failure","no"
371,32,"technician","single","secondary","no",321,"yes","no","cellular",11,"aug",156,2,-1,0,"unknown","no"
372,37,"blue-collar","married","secondary","no",-67,"no","no","cellular",2,"feb",157,1,-1,0,"unknown","no"
373,55,"blue-collar","married","secondary","no",1011,"yes","no","cellular",12,"aug",112,2,-1,0,"unknown","no"
374,29,"management","single","tertiary","no",797,"yes","no","cellular",18,"may",334,2,-1,0,"unknown","no"
375,30,"services","single","secondary","no",677,"yes","no","cellular",21,"nov",108,1,-1,0,"unknown","no"
376,50,"technician","divorced","secondary","no",-298,"yes","no","cellular",6,"feb",68,8,-1,0,"unknown","no"
377,28,"technician","single","secondary","no",1589,"yes","no","cellular",18,"may",359,5,-1,0,"unknown","no"
378,41,"blue-collar","married","primary","no",1256,"no","no","cellular",31,"jul",74,2,-1,0,"unknown","no"
379,59,"retired","married","secondary","no",2291,"no","yes","cellular",14,"jul",127,3,-1,0,"unknown","no"
380,29,"blue-collar","single","primary","no",1768,"yes","no","cellular",13,"may",426,3,344,1,"other","no"
381,59,"blue-collar","married","secondary","no",149,"no","yes","telephone",28,"jul",313,16,-1,0,"unknown","no"
382,38,"blue-collar","married","primary","no",451,"yes","no","unknown",2,"jun",128,3,-1,0,"unknown","no"
383,58,"unemployed","married","tertiary","no",1333,"no","no","cellular",1,"oct",278,1,-1,0,"unknown","no"
384,34,"management","married","tertiary","no",0,"no","no","cellular",6,"aug",139,2,-1,0,"unknown","no"
385,26,"student","single","secondary","no",1209,"yes","no","cellular",7,"may",57,4,-1,0,"unknown","no"
386,30,"technician","single","tertiary","no",6683,"no","no","cellular",30,"jan",180,1,-1,0,"unknown","no"
387,31,"technician","single","secondary","no",628,"yes","no","unknown",12,"may",1083,2,-1,0,"unknown","no"
388,35,"management","married","tertiary","no",451,"yes","no","cellular",17,"apr",220,6,-1,0,"unknown","no"
389,32,"blue-collar","single","secondary","no",53,"yes","no","cellular",6,"may",153,1,169,2,"failure","no"
390,41,"services","married","secondary","no",1785,"no","no","cellular",30,"jul",225,7,-1,0,"unknown","no"
391,46,"blue-collar","married","secondary","no",2836,"yes","no","cellular",14,"may",13,7,358,7,"other","no"
392,36,"management","married","tertiary","no",539,"no","no","cellular",11,"aug",176,1,-1,0,"unknown","no"
393,46,"blue-collar","married","secondary","no",0,"yes","no","unknown",29,"may",328,2,-1,0,"unknown","no"
394,51,"technician","divorced","secondary","no",43,"no","no","cellular",30,"jul",220,2,-1,0,"unknown","no"
395,46,"self-employed","married","primary","no",49,"no","no","cellular",27,"aug",197,6,-1,0,"unknown","no"
396,29,"admin.","single","tertiary","no",8,"no","no","cellular",28,"jan",468,1,-1,0,"unknown","no"
397,43,"technician","single","secondary","no",257,"yes","no","cellular",2,"feb",64,2,-1,0,"unknown","no"
398,37,"services","single","unknown","no",-118,"yes","no","unknown",6,"may",147,2,-1,0,"unknown","no"
399,27,"technician","single","secondary","no",299,"yes","no","cellular",5,"feb",29,7,-1,0,"unknown","no"
400,36,"blue-collar","married","secondary","no",512,"yes","no","unknown",16,"may",343,1,-1,0,"unknown","no"
401,47,"management","married","tertiary","no",1649,"yes","no","cellular",5,"may",217,2,-1,0,"unknown","no"
402,49,"blue-collar","married","secondary","no",8545,"yes","yes","cellular",6,"may",199,7,167,1,"failure","no"
403,36,"technician","married","secondary","no",196,"yes","no","cellular",20,"aug",687,2,-1,0,"unknown","no"
404,48,"blue-collar","married","secondary","no",238,"yes","yes","cellular",2,"jun",118,2,81,1,"success","no"
405,32,"technician","married","secondary","no",90,"yes","yes","unknown",6,"may",57,2,-1,0,"unknown","no"
406,32,"services","single","secondary","no",38,"yes","no","unknown",27,"may",66,1,-1,0,"unknown","no"
407,54,"management","married","unknown","no",527,"yes","no","cellular",30,"apr",112,1,281,3,"failure","no"
408,74,"retired","married","primary","no",5539,"no","no","cellular",3,"feb",253,2,181,1,"success","no"
409,50,"admin.","single","secondary","no",1318,"no","yes","unknown",24,"jun",146,3,-1,0,"unknown","no"
410,32,"management","single","tertiary","no",7419,"yes","no","unknown",18,"jun",248,29,-1,0,"unknown","no"
411,33,"blue-collar","married","primary","no",1050,"yes","no","unknown",26,"may",304,4,-1,0,"unknown","no"
412,78,"retired","divorced","unknown","no",0,"no","no","telephone",8,"oct",259,1,-1,0,"unknown","no"
413,29,"blue-collar","single","secondary","no",28,"no","no","cellular",17,"jul",360,2,-1,0,"unknown","no"
414,33,"services","single","secondary","no",48,"yes","no","cellular",17,"apr",303,1,-1,0,"unknown","no"
415,48,"management","married","tertiary","no",7289,"yes","no","cellular",2,"feb",316,3,-1,0,"unknown","no"
416,58,"retired","divorced","unknown","no",5920,"yes","no","cellular",21,"nov",96,1,121,1,"failure","no"
417,59,"management","married","primary","no",2769,"yes","no","cellular",19,"nov",104,1,131,2,"failure","no"
418,39,"management","divorced","tertiary","no",1555,"yes","no","cellular",25,"jul",796,1,-1,0,"unknown","no"
419,43,"services","married","secondary","no",2145,"no","no","cellular",22,"may",271,1,183,3,"failure","yes"
420,56,"management","married","tertiary","no",14344,"yes","no","cellular",5,"feb",358,1,-1,0,"unknown","no"
421,52,"admin.","married","primary","no",64,"no","no","unknown",20,"jun",9,5,-1,0,"unknown","no"
422,45,"management","married","tertiary","no",0,"no","no","cellular",14,"aug",64,2,-1,0,"unknown","no"
423,33,"technician","married","secondary","no",480,"yes","no","cellular",30,"jan",272,1,270,1,"other","no"
424,38,"admin.","married","tertiary","no",605,"no","no","cellular",18,"nov",147,2,-1,0,"unknown","no"
425,39,"management","married","tertiary","no",588,"yes","yes","cellular",2,"feb",2256,2,-1,0,"unknown","no"
